Time,Date,Year,Wind,Temperature,Site,Station,Easting,Northing,Visit,Species Name,Number,Evidence Code (highest),Within 100m,Outside 100m,First 5min,Second 5min,Observer,,Comments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6:53,17-Jun-19,2019,0,13,Mountsberg,A,578397.000,4813467.000,1,Great-creasted Flycatcher,1,S,1,0,1,0,J. Marko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6:53,17-Jun-19,2019,0,13,Mountsberg,A,578397.000,4813467.000,1,Downy Woodpecker,1,VO,1,0,1,0,J. Marko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6:53,17-Jun-19,2019,0,13,Mountsberg,A,578397.000,4813467.000,1,Eastern Wood Pewee,1,S,1,0,1,0,J. Marko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7:15,17-Jun-19,2019,0,13,Mountsberg,B,578343.000,4813730.000,1,Blue Jay,1,VO,1,0,1,0,J. Marko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7:15,17-Jun-19,2019,0,13,Mountsberg,B,578343.000,4813730.000,1,Common Yellowthroat,1,S,1,0,1,0,J. Marko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7:15,17-Jun-19,2019,0,13,Mountsberg,B,578343.000,4813730.000,1,Wood Thrush,1,S,0,1,1,0,J. Marko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7:15,17-Jun-19,2019,0,13,Mountsberg,B,578343.000,4813730.000,1,Northern Waterthrush,1,S,1,0,1,0,J. Marko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7:15,17-Jun-19,2019,0,13,Mountsberg,B,578343.000,4813730.000,1,American Robin,1,OB,1,0,0,1,J. Marko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7:15,17-Jun-19,2019,0,13,Mountsberg,B,578343.000,4813730.000,1,Red-eyed Vireo,1,S,1,0,1,0,J. Marko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7:15,17-Jun-19,2019,0,13,Mountsberg,B,578343.000,4813730.000,1,Ovenbird,1,S,1,0,1,0,J. Marko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7:15,17-Jun-19,2019,0,13,Mountsberg,B,578343.000,4813730.000,1,Eastern Wood Pewee,1,S,1,0,1,0,J. Marko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7:15,17-Jun-19,2019,0,13,Mountsberg,B,578343.000,4813730.000,1,Scarlet Tanager,1,S,1,0,1,0,J. Marko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7:15,17-Jun-19,2019,0,13,Mountsberg,B,578343.000,4813730.000,1,Brown-headed Cowbird,1,S,0,1,1,0,J. Marko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7:15,17-Jun-19,2019,0,13,Mountsberg,B,578343.000,4813730.000,1,Northern Flicker,1,VO,0,1,0,1,J. Marko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6:04,17-Jun-19,2019,0,13,Mountsberg,C,578397.000,4813467.000,1,Blue Jay,2,S,0,2,2,0,J. Marko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6:04,17-Jun-19,2019,0,13,Mountsberg,C,578397.000,4813467.000,1,Red-winged Blackbird,1,S,0,1,1,0,J. Marko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6:04,17-Jun-19,2019,0,13,Mountsberg,C,578397.000,4813467.000,1,American Robin,1,S,0,1,1,0,J. Marko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6:04,17-Jun-19,2019,0,13,Mountsberg,C,578397.000,4813467.000,1,Eastern Wood Pewee,2,S,2,0,1,1,J. Marko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6:04,17-Jun-19,2019,0,13,Mountsberg,C,578397.000,4813467.000,1,Red-eyed Vireo,1,S,1,0,0,1,J. Marko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6:04,17-Jun-19,2019,0,13,Mountsberg,C,578397.000,4813467.000,1,Northern Waterthrush,1,S,1,0,0,1,J. Marko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6:04,17-Jun-19,2019,0,13,Mountsberg,C,578397.000,4813467.000,1,Wood Thrush,1,S,1,0,0,1,J. Marko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6:04,17-Jun-19,2019,0,13,Mountsberg,C,578397.000,4813467.000,1,Brown Creeper,1,S,1,0,1,0,J. Marko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6:27,17-Jun-19,2019,0,13,Mountsberg,D,578207.177,4813249.313,1,Ovenbird,1,S,1,0,1,0,J. Marko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6:27,17-Jun-19,2019,0,13,Mountsberg,D,578207.177,4813249.313,1,American Robin,1,VO,1,0,1,0,J. Marko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6:27,17-Jun-19,2019,0,13,Mountsberg,D,578207.177,4813249.313,1,Rose-breasted Grosbeak,1,VO,1,0,1,0,J. Marko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6:27,17-Jun-19,2019,0,13,Mountsberg,D,578207.177,4813249.313,1,Common Yellowthroat,1,S,1,0,1,0,J. Marko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6:27,17-Jun-19,2019,0,13,Mountsberg,D,578207.177,4813249.313,1,Baltimore Oriole,1,S,1,0,1,0,J. Marko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6:27,17-Jun-19,2019,0,13,Mountsberg,D,578207.177,4813249.313,1,Red-winged Blackbird,2,VO,1,1,1,1,J. Marko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6:27,17-Jun-19,2019,0,13,Mountsberg,D,578207.177,4813249.313,1,Eastern Wood Pewee,1,S,1,0,1,0,J. Marko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7:41,17-Jun-19,2019,0,13,Mountsberg,E,578694.000,4813718.000,1,Song Sparrow,2,S,1,1,1,1,J. Marko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7:41,17-Jun-19,2019,0,13,Mountsberg,E,578694.000,4813718.000,1,Brown-headed Cowbird,1,S,1,0,0,1,J. Marko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7:41,17-Jun-19,2019,0,13,Mountsberg,E,578694.000,4813718.000,1,Eastern Wood Pewee,2,S,2,0,2,0,J. Marko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7:41,17-Jun-19,2019,0,13,Mountsberg,E,578694.000,4813718.000,1,Blue Jay,1,OB,1,0,1,0,J. Marko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7:41,17-Jun-19,2019,0,13,Mountsberg,E,578694.000,4813718.000,1,Common Yellowthroat,1,S,1,0,1,0,J. Marko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7:41,17-Jun-19,2019,0,13,Mountsberg,E,578694.000,4813718.000,1,Baltimore Oriole,1,VO,1,0,1,0,J. Marko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7:41,17-Jun-19,2019,0,13,Mountsberg,E,578694.000,4813718.000,1,Rose-breasted Grosbeak,1,S,0,1,0,1,J. Marko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7:41,17-Jun-19,2019,0,13,Mountsberg,E,578694.000,4813718.000,1,Northern Waterthrush,2,S,1,1,2,0,J. Marko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7:41,17-Jun-19,2019,0,13,Mountsberg,E,578694.000,4813718.000,1,Veery,1,S,1,0,1,0,J. Marko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7:41,17-Jun-19,2019,0,13,Mountsberg,E,578694.000,4813718.000,1,American Robin,1,VO,0,1,1,0,J. Marko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7:41,17-Jun-19,2019,0,13,Mountsberg,E,578694.000,4813718.000,1,Pine Warbler,1,S,1,0,1,0,J. Marko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6:49,28-Jun-19,2019,0,19,Mountsberg,A,578397.000,4813467.000,2,Wood Thrush,1,S,1,0,1,0,J. Marko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6:49,28-Jun-19,2019,0,19,Mountsberg,A,578397.000,4813467.000,2,Great-creasted Flycatcher,1,S,1,0,1,0,J. Marko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6:49,28-Jun-19,2019,0,19,Mountsberg,A,578397.000,4813467.000,2,Red-eyed Vireo,1,S,1,0,1,0,J. Marko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6:49,28-Jun-19,2019,0,19,Mountsberg,A,578397.000,4813467.000,2,American Robin,1,VO,1,0,1,0,J. Marko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6:49,28-Jun-19,2019,0,19,Mountsberg,A,578397.000,4813467.000,2,Black-capped Chickadee,1,VO,1,0,1,0,J. Marko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6:49,28-Jun-19,2019,0,19,Mountsberg,A,578397.000,4813467.000,2,Scarlet Tanager,1,S,1,0,1,0,J. Marko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6:49,28-Jun-19,2019,0,19,Mountsberg,A,578397.000,4813467.000,2,Common Yellowthroat,1,S,1,0,1,0,J. Marko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7:11,28-Jun-19,2019,0,19,Mountsberg,B,578343.000,4813730.000,2,Wood Thrush,3,S,3,0,2,1,J. Marko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7:11,28-Jun-19,2019,0,19,Mountsberg,B,578343.000,4813730.000,2,Eastern Wood Pewee,2,S,1,1,1,1,J. Marko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7:11,28-Jun-19,2019,0,19,Mountsberg,B,578343.000,4813730.000,2,Northern Waterthrush,1,S,1,0,0,1,J. Marko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7:11,28-Jun-19,2019,0,19,Mountsberg,B,578343.000,4813730.000,2,Northern Flicker,1,VO,1,0,0,1,J. Marko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7:11,28-Jun-19,2019,0,19,Mountsberg,B,578343.000,4813730.000,2,Great-creasted Flycatcher,1,VO,1,0,0,1,J. Marko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7:11,28-Jun-19,2019,0,19,Mountsberg,B,578343.000,4813730.000,2,American Robin,1,VO,1,0,1,0,J. Marko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7:11,28-Jun-19,2019,0,19,Mountsberg,B,578343.000,4813730.000,2,Red-eyed Vireo,2,S,2,0,2,0,J. Marko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7:11,28-Jun-19,2019,0,19,Mountsberg,B,578343.000,4813730.000,2,Ovenbird,1,S,1,0,1,0,J. Marko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7:11,28-Jun-19,2019,0,19,Mountsberg,B,578343.000,4813730.000,2,Rose-breasted Grosbeak,1,VO,1,0,1,0,J. Marko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5:57,28-Jun-19,2019,0,19,Mountsberg,C,578428.063,4813119.429,2,Red-winged Blackbird,1,VO,0,1,1,0,J. Marko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5:57,28-Jun-19,2019,0,19,Mountsberg,C,578428.063,4813119.429,2,Unidentified Woodpecker,1,VO,0,1,0,1,J. Marko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5:57,28-Jun-19,2019,0,19,Mountsberg,C,578428.063,4813119.429,2,White-breasted Nuthatch,1,VO,1,0,1,0,J. Marko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5:57,28-Jun-19,2019,0,19,Mountsberg,C,578428.063,4813119.429,2,Eastern Wood Pewee,1,S,1,0,1,0,J. Marko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5:57,28-Jun-19,2019,0,19,Mountsberg,C,578428.063,4813119.429,2,Red-eyed Vireo,2,S,2,0,2,0,J. Marko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5:57,28-Jun-19,2019,0,19,Mountsberg,C,578428.063,4813119.429,2,Scarlet Tanager,1,S,1,0,1,0,J. Marko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5:57,28-Jun-19,2019,0,19,Mountsberg,C,578428.063,4813119.429,2,American Robin,1,VO,1,0,1,0,J. Marko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
